benchmark,numberOfVariables
GUAVA-71_1,23
GUAVA-71_1,43
GUAVA-71_1,10
GUAVA-71_1,71
GUAVA-71_1,30
GUAVA-71_1,6
GUAVA-71_1,30
GUAVA-71_1,12
GUAVA-71_1,12
GUAVA-71_1,23
GUAVA-71_1,97
GUAVA-71_1,23
GUAVA-71_1,15
GUAVA-71_1,10
GUAVA-71_1,30
GUAVA-71_1,8
GUAVA-71_1,43
GUAVA-71_1,45
GUAVA-71_1,12
GUAVA-71_1,50
GUAVA-71_1,209
GUAVA-71_1,6
GUAVA-71_1,27
GUAVA-71_1,30
GUAVA-71_1,71
GUAVA-71_1,26
GUAVA-71_1,18
GUAVA-71_1,29
GUAVA-71_1,76
GUAVA-71_1,30
GUAVA-71_1,25
GUAVA-71_1,30
GUAVA-71_1,46
GUAVA-71_1,23
GUAVA-71_1,8
GUAVA-71_1,8
GUAVA-71_1,30
GUAVA-71_1,216
GUAVA-71_1,49
GUAVA-71_1,23
GUAVA-71_1,33
GUAVA-71_1,34
GUAVA-71_1,56
GUAVA-71_1,71
GUAVA-71_1,23
GUAVA-71_1,26
GUAVA-71_1,8
GUAVA-71_1,10
GUAVA-71_1,26
GUAVA-71_1,9
GUAVA-71_1,15
GUAVA-71_1,77
GUAVA-71_1,33
GUAVA-71_1,33
GUAVA-71_1,23
GUAVA-71_1,40
GUAVA-71_1,27
GUAVA-71_1,12
GUAVA-71_1,65
GUAVA-71_1,10
GUAVA-71_1,30
GUAVA-71_1,38
GUAVA-71_1,23
GUAVA-71_1,45
GUAVA-71_1,30
GUAVA-71_1,64
GUAVA-71_1,49
GUAVA-71_1,30
GUAVA-71_1,35
GUAVA-71_1,49
GUAVA-71_1,38
GUAVA-71_1,71
GUAVA-71_1,12
GUAVA-71_1,30
GUAVA-71_1,49
GUAVA-71_1,10
GUAVA-71_1,49
GUAVA-71_1,12
GUAVA-71_1,30
GUAVA-71_1,12
GUAVA-71_1,81
GUAVA-71_1,2411
GUAVA-71_1,2117
GUAVA-71_1,5691
GUAVA-71_1,7223
SPOON-107_1,39
SPOON-107_1,53
SPOON-107_1,62
SPOON-107_1,48
SPOON-107_1,52
SPOON-107_1,98
SPOON-107_1,76
SPOON-107_1,90
SPOON-107_1,51
SPOON-107_1,59
SPOON-107_1,56
SPOON-107_1,64
SPOON-107_1,89
SPOON-107_1,50
SPOON-107_1,92
SPOON-107_1,50
SPOON-107_1,4
SPOON-107_1,78
SPOON-107_1,68
SPOON-107_1,89
SPOON-107_1,51
SPOON-107_1,92
SPOON-107_1,73
SPOON-107_1,92
SPOON-107_1,89
SPOON-107_1,69
SPOON-107_1,65
SPOON-107_1,77
SPOON-107_1,39
SPOON-107_1,76
SPOON-107_1,68
SPOON-107_1,48
SPOON-107_1,70
SPOON-107_1,87
SPOON-107_1,68
SPOON-107_1,80
SPOON-107_1,4
SPOON-107_1,45
SPOON-107_1,90
SPOON-107_1,48
SPOON-107_1,64
SPOON-107_1,4
SPOON-107_1,51
SPOON-107_1,53
SPOON-107_1,48
SPOON-107_1,48
SPOON-107_1,85
SPOON-107_1,58
SPOON-107_1,59
SPOON-107_1,89
SPOON-107_1,56
SPOON-107_1,68
SPOON-107_1,91
SPOON-107_1,48
SPOON-107_1,74
SPOON-107_1,51
SPOON-107_1,94
SPOON-107_1,93
SPOON-107_1,67
SPOON-107_1,89
SPOON-107_1,58
SPOON-107_1,58
SPOON-107_1,89
SPOON-107_1,71
SPOON-107_1,68
SPOON-107_1,35
SPOON-107_1,51
SPOON-107_1,92
SPOON-107_1,69
SPOON-107_1,63
SPOON-107_1,77
SPOON-107_1,92
SPOON-107_1,49
SPOON-107_1,65
SPOON-107_1,61
SPOON-107_1,58
SPOON-107_1,62
SPOON-107_1,79
SPOON-107_1,44
SPOON-107_1,90
SPOON-107_1,93
SPOON-107_1,42
SPOON-107_1,61
SPOON-107_1,62
SPOON-107_1,4
SPOON-107_1,63
SPOON-107_1,48
SPOON-107_1,45
SPOON-107_1,55
SPOON-107_1,4037
SPOON-107_1,7216
SPOON-107_1,9970
SEATA-4_1,11
FASTJSON-50_1,8
FASTJSON-50_1,23
FASTJSON-50_1,15
FASTJSON-50_1,13
FASTJSON-50_1,162
FASTJSON-50_1,39
FASTJSON-50_1,11
FASTJSON-50_1,95
FASTJSON-50_1,8
FASTJSON-50_1,13
FASTJSON-50_1,36
FASTJSON-50_1,8
FASTJSON-50_1,71
FASTJSON-50_1,80
FASTJSON-50_1,8
FASTJSON-50_1,5
FASTJSON-50_1,5
FASTJSON-50_1,187
FASTJSON-50_1,46
FASTJSON-50_1,217
FASTJSON-50_1,218
FASTJSON-50_1,49
FASTJSON-50_1,8
FASTJSON-50_1,251
FASTJSON-50_1,213
FASTJSON-50_1,24
FASTJSON-50_1,255
FASTJSON-50_1,15
FASTJSON-50_1,45
FASTJSON-50_1,8
FASTJSON-50_1,8
FASTJSON-50_1,13
FASTJSON-50_1,6
FASTJSON-50_1,214
FASTJSON-50_1,18
FASTJSON-50_1,8
FASTJSON-50_1,212
FASTJSON-50_1,12
FASTJSON-50_1,8
FASTJSON-50_1,46
FASTJSON-50_1,114
FASTJSON-50_1,6
FASTJSON-50_1,10
FASTJSON-50_1,5
FASTJSON-50_1,10
FASTJSON-50_1,161
FASTJSON-50_1,234
FASTJSON-50_1,27
FASTJSON-50_1,9
FASTJSON-50_1,244
FASTJSON-50_1,8
FASTJSON-50_1,202
FASTJSON-50_1,12
FASTJSON-50_1,262
FASTJSON-50_1,10
FASTJSON-50_1,287
FASTJSON-50_1,13
FASTJSON-50_1,105
FASTJSON-50_1,13
FASTJSON-50_1,48
FASTJSON-50_1,151
FASTJSON-50_1,209
FASTJSON-50_1,51
FASTJSON-50_1,40
FASTJSON-50_1,24
FASTJSON-50_1,5
FASTJSON-50_1,29
FASTJSON-50_1,29
FASTJSON-50_1,50
FASTJSON-50_1,251
FASTJSON-50_1,5
FASTJSON-50_1,57
FASTJSON-50_1,167
FASTJSON-50_1,205
FASTJSON-50_1,5
FASTJSON-50_1,9
FASTJSON-50_1,8
FASTJSON-50_1,19
FASTJSON-50_1,71
FASTJSON-50_1,13
FASTJSON-50_1,12
FASTJSON-50_1,225
FASTJSON-50_1,8
FASTJSON-50_1,31
FASTJSON-50_1,42
FASTJSON-50_1,5
FASTJSON-50_1,165
FASTJSON-50_1,217
FASTJSON-50_1,231
FASTJSON-50_1,25
FASTJSON-50_1,128
FASTJSON-50_1,71
FASTJSON-50_1,8
FASTJSON-50_1,18
FASTJSON-50_1,31
FASTJSON-50_1,244
FASTJSON-50_1,301
FASTJSON-50_1,162
FASTJSON-50_1,13
FASTJSON-50_1,297
FASTJSON-50_1,9
FASTJSON-50_1,11
FASTJSON-50_1,26
FASTJSON-50_1,188
FASTJSON-50_1,8
FASTJSON-50_1,29
FASTJSON-50_1,55
FASTJSON-50_1,151
FASTJSON-50_1,253
FASTJSON-50_1,152
FASTJSON-50_1,24
FASTJSON-50_1,8
FASTJSON-50_1,8
FASTJSON-50_1,139
FASTJSON-50_1,8
FASTJSON-50_1,55
FASTJSON-50_1,8
FASTJSON-50_1,151
FASTJSON-50_1,23
FASTJSON-50_1,24
FASTJSON-50_1,239
FASTJSON-50_1,9
FASTJSON-50_1,23
FASTJSON-50_1,17
FASTJSON-50_1,12
FASTJSON-50_1,13
FASTJSON-50_1,151
FASTJSON-50_1,176
FASTJSON-50_1,9
FASTJSON-50_1,214
FASTJSON-50_1,13
FASTJSON-50_1,253
FASTJSON-50_1,126
FASTJSON-50_1,5
FASTJSON-50_1,8
FASTJSON-50_1,152
FASTJSON-50_1,258
FASTJSON-50_1,5
FASTJSON-50_1,5
FASTJSON-50_1,5
FASTJSON-50_1,252
FASTJSON-50_1,2
FASTJSON-50_1,64
FASTJSON-50_1,13
FASTJSON-50_1,24
FASTJSON-50_1,39
FASTJSON-50_1,97
FASTJSON-50_1,7
FASTJSON-50_1,202
FASTJSON-50_1,196
FASTJSON-50_1,20
FASTJSON-50_1,8
FASTJSON-50_1,8
FASTJSON-50_1,209
FASTJSON-50_1,151
FASTJSON-50_1,8
FASTJSON-50_1,5
FASTJSON-50_1,50
FASTJSON-50_1,26
FASTJSON-50_1,162
FASTJSON-50_1,13
FASTJSON-50_1,8
FASTJSON-50_1,5
FASTJSON-50_1,19
FASTJSON-50_1,8
FASTJSON-50_1,246
FASTJSON-50_1,246
FASTJSON-50_1,249
FASTJSON-50_1,5
FASTJSON-50_1,5
FASTJSON-50_1,250
FASTJSON-50_1,13
FASTJSON-50_1,13
FASTJSON-50_1,12
FASTJSON-50_1,8
FASTJSON-50_1,46
FASTJSON-50_1,15
FASTJSON-50_1,205
FASTJSON-50_1,193
FASTJSON-50_1,5
FASTJSON-50_1,10
FASTJSON-50_1,211
FASTJSON-50_1,5
FASTJSON-50_1,120
FASTJSON-50_1,249
FASTJSON-50_1,12
FASTJSON-50_1,204
FASTJSON-50_1,8
FASTJSON-50_1,5
FASTJSON-50_1,49
FASTJSON-50_1,247
FASTJSON-50_1,13
FASTJSON-50_1,23
FASTJSON-50_1,74
FASTJSON-50_1,250
FASTJSON-50_1,21
FASTJSON-50_1,6
FASTJSON-50_1,13
FASTJSON-50_1,18
FASTJSON-50_1,53
FASTJSON-50_1,5
FASTJSON-50_1,5
FASTJSON-50_1,141
FASTJSON-50_1,8
FASTJSON-50_1,201
FASTJSON-50_1,9
FASTJSON-50_1,209
FASTJSON-50_1,252
FASTJSON-50_1,4
FASTJSON-50_1,8
FASTJSON-50_1,11
FASTJSON-50_1,5
FASTJSON-50_1,8
FASTJSON-50_1,5
FASTJSON-50_1,10
FASTJSON-50_1,151
FASTJSON-50_1,257
FASTJSON-50_1,35
FASTJSON-50_1,250
FASTJSON-50_1,217
FASTJSON-50_1,9
FASTJSON-50_1,8
FASTJSON-50_1,5
FASTJSON-50_1,35
FASTJSON-50_1,13
FASTJSON-50_1,5
FASTJSON-50_1,8
FASTJSON-50_1,143
FASTJSON-50_1,5
FASTJSON-50_1,13
FASTJSON-50_1,19
FASTJSON-50_1,5
FASTJSON-50_1,103
FASTJSON-50_1,26
FASTJSON-50_1,8
FASTJSON-50_1,245
FASTJSON-50_1,46
FASTJSON-50_1,199
FASTJSON-50_1,82
FASTJSON-50_1,9
FASTJSON-50_1,5
FASTJSON-50_1,15
FASTJSON-50_1,205
FASTJSON-50_1,234
FASTJSON-50_1,8
FASTJSON-50_1,5
FASTJSON-50_1,249
FASTJSON-50_1,23
FASTJSON-50_1,206
FASTJSON-50_1,247
FASTJSON-50_1,37
FASTJSON-50_1,5
FASTJSON-50_1,13
FASTJSON-50_1,20
FASTJSON-50_1,217
FASTJSON-50_1,10
FASTJSON-50_1,22
FASTJSON-50_1,14
FASTJSON-50_1,196
FASTJSON-50_1,18
FASTJSON-50_1,59
FASTJSON-50_1,67
FASTJSON-50_1,8
FASTJSON-50_1,51
FASTJSON-50_1,56
FASTJSON-50_1,246
FASTJSON-50_1,214
FASTJSON-50_1,247
FASTJSON-50_1,134
FASTJSON-50_1,254
FASTJSON-50_1,257
GUAVA-197_1,3
GUAVA-197_1,14
GUAVA-197_1,11
GUAVA-197_1,8
GUAVA-197_1,4
GUAVA-197_1,12
GUAVA-197_1,6
GUAVA-197_1,486
GUAVA-197_1,1094
GUAVA-197_1,7
GUAVA-197_1,4
GUAVA-197_1,9
GUAVA-197_1,51
GUAVA-197_1,44
GUAVA-197_1,2
GUAVA-197_1,9
GUAVA-197_1,2915
GUAVA-197_1,12
GUAVA-197_1,2138
GUAVA-197_1,2780
GUAVA-197_1,5
GUAVA-197_1,2
GUAVA-197_1,7
GUAVA-197_1,1725
GUAVA-197_1,4834
GUAVA-197_1,3238
GUAVA-197_1,1334
GUAVA-197_1,158
GUAVA-197_1,13
GUAVA-197_1,13
GUAVA-197_1,35
GUAVA-197_1,3904
GUAVA-197_1,5021
GUAVA-197_1,2806
GUAVA-197_1,7078
GUAVA-197_1,5293
GUAVA-197_1,6016
GUAVA-197_1,4211
GUAVA-197_1,39
GUAVA-197_1,4
GUAVA-197_1,9
GUAVA-197_1,5862
GUAVA-197_1,6304
GUAVA-197_1,60
GUAVA-197_1,4
GUAVA-197_1,12
GUAVA-197_1,978
GUAVA-197_1,1901
GUAVA-197_1,3005
GUAVA-197_1,64
GUAVA-197_1,6
GUAVA-197_1,18
GUAVA-197_1,7654
GUAVA-197_1,8061
GUAVA-197_1,1280
GUAVA-197_1,3458
GUAVA-197_1,5981
GUAVA-197_1,7302
GUAVA-197_1,5280
GUAVA-197_1,7856
GUAVA-197_1,7286
GUAVA-197_1,5132
GUAVA-275_1,97
GUAVA-275_1,52
GUAVA-275_1,104
GUAVA-275_1,52
GUAVA-275_1,93
GUAVA-275_1,13
GUAVA-275_1,32
GUAVA-275_1,94
GUAVA-275_1,13
GUAVA-275_1,13
GUAVA-275_1,51
GUAVA-275_1,41
GUAVA-275_1,43
GUAVA-275_1,5
GUAVA-275_1,5
GUAVA-275_1,5
GUAVA-275_1,5
GUAVA-275_1,93
GUAVA-275_1,75
GUAVA-275_1,3
GUAVA-275_1,83
GUAVA-275_1,38
GUAVA-275_1,6
GUAVA-275_1,102
GUAVA-275_1,23
GUAVA-275_1,46
GUAVA-275_1,41
GUAVA-275_1,41
GUAVA-275_1,13
GUAVA-275_1,57
GUAVA-275_1,22
GUAVA-275_1,27
GUAVA-275_1,49
GUAVA-275_1,38
GUAVA-275_1,99
GUAVA-275_1,85
GUAVA-275_1,72
GUAVA-275_1,106
GUAVA-275_1,20
GUAVA-275_1,76
GUAVA-275_1,43
GUAVA-275_1,74
GUAVA-275_1,5
GUAVA-275_1,13
GUAVA-275_1,50
GUAVA-275_1,34
GUAVA-275_1,7
GUAVA-275_1,20
GUAVA-275_1,28
GUAVA-275_1,38
GUAVA-275_1,41
GUAVA-275_1,41
GUAVA-275_1,30
GUAVA-275_1,103
GUAVA-275_1,95
GUAVA-275_1,125
GUAVA-275_1,39
GUAVA-275_1,34
GUAVA-275_1,36
GUAVA-275_1,100
GUAVA-275_1,11
GUAVA-275_1,86
GUAVA-275_1,71
GUAVA-275_1,34
GUAVA-275_1,13
GUAVA-275_1,36
GUAVA-275_1,17
GUAVA-275_1,72
GUAVA-275_1,114
GUAVA-275_1,59
GUAVA-275_1,55
GUAVA-275_1,71
GUAVA-275_1,31
GUAVA-275_1,130
GUAVA-275_1,36
GUAVA-275_1,79
GUAVA-275_1,17
GUAVA-275_1,36
GUAVA-275_1,36
GUAVA-275_1,51
GUAVA-275_1,13
GUAVA-275_1,54
GUAVA-275_1,32
GUAVA-275_1,30
GUAVA-275_1,18
GUAVA-275_1,53
GUAVA-275_1,9
GUAVA-275_1,77
GUAVA-275_1,5
GUAVA-275_1,45
GUAVA-275_1,99
GUAVA-275_1,5
GUAVA-275_1,76
GUAVA-275_1,64
GUAVA-275_1,4
GUAVA-275_1,108
GUAVA-275_1,34
GUAVA-275_1,101
GUAVA-275_1,133
GUAVA-275_1,22
GUAVA-275_1,13
GUAVA-275_1,11
GUAVA-275_1,19
GUAVA-275_1,5
GUAVA-275_1,27
GUAVA-275_1,39
GUAVA-275_1,11
GUAVA-275_1,126
GUAVA-275_1,5
GUAVA-275_1,34
GUAVA-275_1,84
GUAVA-275_1,11
GUAVA-275_1,61
GUAVA-275_1,80
GUAVA-275_1,5
GUAVA-275_1,13
GUAVA-275_1,51
GUAVA-275_1,91
GUAVA-275_1,63
FASTJSON-72_1,36
FASTJSON-72_1,110
FASTJSON-72_1,37
FASTJSON-72_1,75
FASTJSON-72_1,29
FASTJSON-72_1,60
FASTJSON-72_1,14
FASTJSON-72_1,34
FASTJSON-72_1,14
FASTJSON-72_1,29
FASTJSON-72_1,4
FASTJSON-72_1,28
FASTJSON-72_1,45
FASTJSON-72_1,106
FASTJSON-72_1,37
FASTJSON-72_1,66
FASTJSON-72_1,33
FASTJSON-72_1,21
FASTJSON-72_1,28
FASTJSON-72_1,28
FASTJSON-72_1,20
FASTJSON-72_1,15
FASTJSON-72_1,9
FASTJSON-72_1,29
FASTJSON-72_1,63
FASTJSON-72_1,28
FASTJSON-72_1,15
FASTJSON-72_1,28
FASTJSON-72_1,45
FASTJSON-72_1,8
FASTJSON-72_1,31
FASTJSON-72_1,14
FASTJSON-72_1,15
FASTJSON-72_1,29
FASTJSON-72_1,29
FASTJSON-72_1,45
FASTJSON-72_1,31
FASTJSON-72_1,29
FASTJSON-72_1,78
FASTJSON-72_1,28
FASTJSON-72_1,11
FASTJSON-72_1,9
FASTJSON-72_1,28
FASTJSON-72_1,35
FASTJSON-72_1,19
FASTJSON-72_1,86
FASTJSON-72_1,28
FASTJSON-72_1,19
FASTJSON-72_1,25
FASTJSON-72_1,28
FASTJSON-72_1,12
FASTJSON-72_1,44
FASTJSON-72_1,31
FASTJSON-72_1,45
FASTJSON-72_1,79
FASTJSON-72_1,118
FASTJSON-72_1,4
FASTJSON-72_1,45
FASTJSON-72_1,29
FASTJSON-72_1,83
FASTJSON-72_1,60
FASTJSON-72_1,82
FASTJSON-72_1,87
FASTJSON-72_1,31
FASTJSON-72_1,17
FASTJSON-72_1,31
FASTJSON-72_1,35
FASTJSON-72_1,11
FASTJSON-72_1,49
FASTJSON-72_1,45
FASTJSON-72_1,10
FASTJSON-72_1,38
FASTJSON-72_1,202
FASTJSON-72_1,18
FASTJSON-72_1,29
FASTJSON-72_1,42
FASTJSON-72_1,16
FASTJSON-72_1,16
FASTJSON-72_1,52
FASTJSON-72_1,13
FASTJSON-72_1,114
FASTJSON-72_1,25
FASTJSON-72_1,90
FASTJSON-72_1,27
FASTJSON-72_1,7
FASTJSON-72_1,29
FASTJSON-72_1,17
FASTJSON-72_1,11
FASTJSON-72_1,27
FASTJSON-72_1,8
FASTJSON-72_1,40
FASTJSON-72_1,18
FASTJSON-72_1,10
FASTJSON-72_1,32
FASTJSON-9_1,15
FASTJSON-9_1,15
FASTJSON-9_1,109
FASTJSON-9_1,29
FASTJSON-9_1,29
FASTJSON-9_1,93
FASTJSON-9_1,29
FASTJSON-9_1,29
FASTJSON-9_1,109
FASTJSON-9_1,29
FASTJSON-9_1,12
FASTJSON-9_1,49
FASTJSON-9_1,129
FASTJSON-9_1,74
FASTJSON-9_1,5
FASTJSON-9_1,30
FASTJSON-9_1,62
FASTJSON-9_1,29
FASTJSON-9_1,56
FASTJSON-9_1,40
FASTJSON-9_1,15
FASTJSON-9_1,15
FASTJSON-9_1,49
FASTJSON-9_1,105
FASTJSON-9_1,59
FASTJSON-9_1,93
FASTJSON-9_1,29
FASTJSON-9_1,29
FASTJSON-9_1,15
FASTJSON-9_1,38
FASTJSON-9_1,15
FASTJSON-9_1,42
FASTJSON-9_1,0
FASTJSON-9_1,33
FASTJSON-9_1,93
FASTJSON-9_1,183
FASTJSON-9_1,29
FASTJSON-9_1,15
FASTJSON-9_1,71
FASTJSON-9_1,7
FASTJSON-9_1,93
FASTJSON-9_1,9
FASTJSON-9_1,0
FASTJSON-9_1,76
FASTJSON-9_1,36
FASTJSON-9_1,15
FASTJSON-9_1,93
FASTJSON-9_1,15
FASTJSON-9_1,93
FASTJSON-9_1,15
FASTJSON-9_1,29
FASTJSON-9_1,105
FASTJSON-9_1,109
FASTJSON-9_1,29
FASTJSON-9_1,57
FASTJSON-9_1,61
FASTJSON-9_1,100
FASTJSON-9_1,15
FASTJSON-9_1,27
FASTJSON-9_1,29
FASTJSON-9_1,93
FASTJSON-9_1,56
FASTJSON-9_1,15
FASTJSON-9_1,15
FASTJSON-9_1,46
FASTJSON-9_1,105
FASTJSON-9_1,12
FASTJSON-9_1,29
FASTJSON-9_1,54
FASTJSON-9_1,62
FASTJSON-9_1,50
FASTJSON-9_1,129
FASTJSON-9_1,146
FASTJSON-9_1,67
FASTJSON-9_1,168
FASTJSON-19_1,33
FASTJSON-19_1,24
FASTJSON-19_1,39
FASTJSON-19_1,83
FASTJSON-19_1,52
FASTJSON-19_1,39
FASTJSON-19_1,9
FASTJSON-19_1,52
FASTJSON-19_1,52
FASTJSON-19_1,7
FASTJSON-19_1,62
FASTJSON-19_1,45
FASTJSON-19_1,69
FASTJSON-19_1,31
FASTJSON-19_1,58
FASTJSON-19_1,33
FASTJSON-19_1,150
FASTJSON-19_1,76
FASTJSON-19_1,48
FASTJSON-19_1,5
FASTJSON-19_1,61
FASTJSON-19_1,94
FASTJSON-19_1,47
FASTJSON-19_1,37
FASTJSON-19_1,92
FASTJSON-19_1,83
FASTJSON-19_1,92
FASTJSON-19_1,83
FASTJSON-19_1,45
FASTJSON-19_1,45
FASTJSON-19_1,36
FASTJSON-19_1,143
FASTJSON-19_1,7
FASTJSON-19_1,100
FASTJSON-19_1,181
FASTJSON-19_1,12
FASTJSON-19_1,87
FASTJSON-19_1,0
FASTJSON-19_1,82
FASTJSON-19_1,62
FASTJSON-19_1,108
FASTJSON-19_1,0
FASTJSON-19_1,7
FASTJSON-19_1,95
FASTJSON-19_1,176
FASTJSON-19_1,92
FASTJSON-19_1,36
FASTJSON-19_1,83
FASTJSON-19_1,94
FASTJSON-19_1,12
FASTJSON-19_1,142
FASTJSON-19_1,179
FASTJSON-19_1,39
FASTJSON-19_1,62
FASTJSON-19_1,31
FASTJSON-19_1,15
FASTJSON-19_1,33
FASTJSON-19_1,43
FASTJSON-19_1,39
FASTJSON-19_1,92
FASTJSON-19_1,179
FASTJSON-19_1,61
FASTJSON-19_1,74
FASTJSON-19_1,37
FASTJSON-19_1,64
FASTJSON-19_1,162
FASTJSON-19_1,39
FASTJSON-19_1,124
FASTJSON-19_1,37
FASTJSON-19_1,92
FASTJSON-19_1,5
FASTJSON-19_1,106
FASTJSON-19_1,124
FASTJSON-19_1,182
FASTJSON-19_1,27
FASTJSON-19_1,94
FASTJSON-19_1,83
FASTJSON-19_1,47
FASTJSON-19_1,47
FASTJSON-19_1,130
FASTJSON-19_1,39
FASTJSON-19_1,16
FASTJSON-19_1,92
FASTJSON-19_1,48
FASTJSON-19_1,50
FASTJSON-19_1,92
FASTJSON-19_1,69
FASTJSON-19_1,19
FASTJSON-19_1,61
FASTJSON-19_1,31
FASTJSON-19_1,7
FASTJSON-19_1,132
FASTJSON-19_1,89
FASTJSON-19_1,41
FASTJSON-19_1,87
FASTJSON-19_1,160
FASTJSON-19_1,35
FASTJSON-19_1,36
FASTJSON-19_1,173
FASTJSON-19_1,25
FASTJSON-19_1,139
FASTJSON-19_1,7
FASTJSON-19_1,25
FASTJSON-19_1,44
FASTJSON-19_1,31
FASTJSON-19_1,83
FASTJSON-19_1,31
FASTJSON-19_1,33
FASTJSON-19_1,144
FASTJSON-19_1,33
FASTJSON-19_1,92
FASTJSON-19_1,69
FASTJSON-19_1,130
FASTJSON-19_1,10
FASTJSON-19_1,94
FASTJSON-19_1,115
FASTJSON-19_1,43
FASTJSON-19_1,5
FASTJSON-19_1,92
FASTJSON-19_1,83
FASTJSON-19_1,108
FASTJSON-19_1,69
FASTJSON-19_1,37
FASTJSON-19_1,47
FASTJSON-19_1,24
FASTJSON-19_1,111
FASTJSON-19_1,48
FASTJSON-19_1,47
FASTJSON-19_1,82
FASTJSON-19_1,148
FASTJSON-19_1,94
FASTJSON-19_1,163
FASTJSON-19_1,17
FASTJSON-19_1,61
FASTJSON-19_1,33
FASTJSON-19_1,37
FASTJSON-19_1,92
FASTJSON-19_1,7
FASTJSON-19_1,47
FASTJSON-19_1,49
FASTJSON-19_1,94
FASTJSON-19_1,138
FASTJSON-19_1,128
GUAVA-115_1,60
GUAVA-115_1,5
GUAVA-115_1,100
GUAVA-115_1,121
GUAVA-115_1,80
GUAVA-115_1,179
GUAVA-115_1,56
GUAVA-115_1,62
GUAVA-115_1,4
GUAVA-115_1,179
GUAVA-115_1,121
GUAVA-115_1,7
GUAVA-115_1,163
GUAVA-115_1,60
GUAVA-115_1,32
GUAVA-115_1,83
GUAVA-115_1,80
GUAVA-115_1,62
GUAVA-115_1,179
GUAVA-115_1,62
GUAVA-115_1,60
GUAVA-115_1,56
GUAVA-115_1,4
GUAVA-115_1,100
GUAVA-115_1,80
GUAVA-115_1,83
GUAVA-115_1,62
GUAVA-115_1,126
GUAVA-115_1,121
GUAVA-115_1,24
GUAVA-115_1,4
GUAVA-115_1,163
GUAVA-115_1,60
GUAVA-115_1,4
GUAVA-115_1,4
GUAVA-115_1,126
GUAVA-115_1,80
GUAVA-115_1,100
GUAVA-115_1,121
GUAVA-115_1,126
SPOON-11_1,1174
SPOON-11_1,150
SPOON-11_1,1326
SPOON-11_1,1934
SPOON-11_1,1708
SPOON-11_1,2574
SPOON-11_1,2282
SPOON-11_1,3342
SPOON-11_1,3148
SPOON-11_1,880
SPOON-11_1,919
SPOON-11_1,1089
SPOON-11_1,7449
SPOON-11_1,6384
SPOON-11_1,9220
FASTJSON-32_1,308
FASTJSON-32_1,273
FASTJSON-32_1,280
FASTJSON-32_1,280
FASTJSON-32_1,280
FASTJSON-32_1,276
FASTJSON-32_1,317
FASTJSON-32_1,313
FASTJSON-32_1,276
FASTJSON-32_1,287
FASTJSON-32_1,273
FASTJSON-32_1,280
FASTJSON-32_1,343
FASTJSON-32_1,374
FASTJSON-32_1,280
FASTJSON-32_1,276
FASTJSON-32_1,273
FASTJSON-32_1,273
FASTJSON-32_1,280
FASTJSON-32_1,280
FASTJSON-32_1,273
FASTJSON-32_1,229
FASTJSON-32_1,280
FASTJSON-32_1,280
FASTJSON-32_1,296
FASTJSON-32_1,276
FASTJSON-32_1,271
FASTJSON-32_1,280
FASTJSON-32_1,273
FASTJSON-32_1,250
FASTJSON-32_1,280
FASTJSON-32_1,271
FASTJSON-32_1,280
FASTJSON-32_1,351
FASTJSON-32_1,192
FASTJSON-32_1,347
FASTJSON-32_1,302
FASTJSON-32_1,273
FASTJSON-32_1,273
FASTJSON-32_1,195
FASTJSON-32_1,337
FASTJSON-32_1,276
FASTJSON-32_1,262
FASTJSON-32_1,280
FASTJSON-32_1,273
FASTJSON-32_1,312
FASTJSON-32_1,280
FASTJSON-32_1,277
FASTJSON-32_1,189
FASTJSON-32_1,375
FASTJSON-32_1,272
FASTJSON-32_1,305
FASTJSON-32_1,327
FASTJSON-32_1,288
FASTJSON-32_1,309
FASTJSON-32_1,362
FASTJSON-32_1,273
FASTJSON-32_1,280
FASTJSON-32_1,273
FASTJSON-32_1,273
FASTJSON-32_1,276
FASTJSON-32_1,276
FASTJSON-32_1,265
FASTJSON-32_1,189
FASTJSON-32_1,283
FASTJSON-32_1,274
FASTJSON-32_1,299
FASTJSON-32_1,192
FASTJSON-32_1,342
FASTJSON-32_1,273
FASTJSON-32_1,346
FASTJSON-32_1,280
FASTJSON-32_1,184
FASTJSON-32_1,333
FASTJSON-32_1,276
FASTJSON-32_1,276
FASTJSON-32_1,273
FASTJSON-32_1,275
FASTJSON-32_1,251
FASTJSON-32_1,276
FASTJSON-32_1,195
FASTJSON-32_1,269
FASTJSON-32_1,280
FASTJSON-32_1,200
FASTJSON-32_1,280
FASTJSON-32_1,266
FASTJSON-32_1,273
FASTJSON-32_1,189
FASTJSON-32_1,276
FASTJSON-32_1,314
FASTJSON-32_1,273
FASTJSON-32_1,273
FASTJSON-32_1,247
FASTJSON-32_1,285
FASTJSON-32_1,248
FASTJSON-32_1,203
FASTJSON-32_1,290
FASTJSON-32_1,276
FASTJSON-32_1,189
FASTJSON-32_1,334
FASTJSON-32_1,280
FASTJSON-32_1,268
FASTJSON-32_1,280
FASTJSON-32_1,318
FASTJSON-32_1,251
FASTJSON-32_1,273
FASTJSON-32_1,323
FASTJSON-32_1,273
FASTJSON-32_1,218
FASTJSON-32_1,276
FASTJSON-32_1,280
FASTJSON-32_1,192
FASTJSON-32_1,230
FASTJSON-32_1,273
FASTJSON-32_1,221
