benchmark,file,result,numberOfVariables,reps,numberOfClauses,height,ucNumberOfVariables,ucReps,ucNumberOfClauses,ucHeight
SPOON-151_1,smt-147,UNSAT,82,236,261,20,6,2,6,3
SPOON-151_1,smt-287,UNSAT,136,329,400,20,3,2,4,4
SPOON-151_1,smt-289,UNSAT,148,290,411,20,6,2,6,3
SPOON-151_1,smt-270,UNSAT,156,430,470,20,4,2,5,5
SPOON-151_1,smt-288,UNSAT,192,430,538,20,4,2,5,5
SPOON-151_1,smt-290,UNSAT,236,609,685,20,4,2,5,5
SPOON-151_1,smt-29,UNSAT,219,638,666,20,3,2,4,4
SPOON-151_1,smt-43,UNSAT,191,582,583,20,4,2,5,5
SPOON-151_1,smt-471,UNSAT,142,307,409,20,6,2,6,3
SPOON-151_1,smt-444,UNSAT,343,972,1023,20,4,2,5,5
SPOON-151_1,smt-486,UNSAT,362,972,1058,20,4,2,5,5
SPOON-151_1,smt-538,UNSAT,254,766,784,20,4,2,5,5
SPOON-151_1,smt-42,SAT,77,226,249,20,0,0,0,0
SPOON-151_1,smt-630,UNSAT,72,226,242,20,15,4,15,6
SPOON-151_1,smt-577,SAT,158,290,425,20,0,0,0,0
SPOON-151_1,smt-399,SAT,109,258,321,20,0,0,0,0
SPOON-151_1,smt-638,UNSAT,273,609,752,20,4,2,5,5
SPOON-151_1,smt-455,UNSAT,159,307,437,20,2,2,3,4
SPOON-151_1,smt-457,SAT,166,324,452,20,0,0,0,0
SPOON-151_1,smt-450,UNSAT,284,663,792,20,4,2,5,5
SPOON-151_1,smt-518,UNSAT,304,945,939,20,3,2,4,4
SPOON-151_1,smt-439,UNSAT,354,972,1047,20,4,2,5,5
SPOON-151_1,smt-458,UNSAT,429,1254,1292,20,4,2,5,5
SPOON-151_1,smt-734,UNSAT,263,766,801,20,4,2,5,5
SPOON-151_1,smt-759,UNSAT,257,609,723,20,4,2,5,5
SPOON-151_1,smt-442,SAT,155,307,427,20,0,0,0,0
SPOON-151_1,smt-774,UNSAT,330,820,948,20,4,2,5,5
SPOON-151_1,smt-85,UNSAT,156,430,470,20,4,2,5,5
SPOON-151_1,smt-923,UNSAT,175,322,467,20,10,3,10,5
SPOON-151_1,smt-826,UNSAT,417,1129,1231,20,4,2,5,5
SPOON-151_1,smt-773,UNSAT,549,1617,1660,20,4,2,5,5
SPOON-151_1,smt-913,UNSAT,352,1102,1098,20,4,2,5,5
SPOON-151_1,smt-952,UNSAT,210,420,573,20,3,2,4,3
SPOON-151_1,smt-831,UNSAT,564,1747,1746,20,4,2,5,5
SPOON-151_1,smt-996,UNSAT,195,349,515,20,10,3,10,5
SPOON-151_1,smt-1077,UNSAT,284,636,783,20,4,2,5,5
SPOON-151_1,smt-1022,UNSAT,109,236,312,20,6,2,6,3
SPOON-151_1,smt-1091,UNSAT,389,974,1116,20,3,2,4,4
SPOON-151_1,smt-104,UNSAT,154,403,456,20,4,2,5,5
SPOON-151_1,smt-1039,UNSAT,310,793,900,20,4,2,5,5
SPOON-151_1,smt-1075,SAT,125,253,354,20,0,0,0,0
SPOON-151_1,smt-1029,UNSAT,222,555,633,20,4,2,5,5
SPOON-151_1,smt-1035,UNSAT,137,263,376,20,17,6,17,8
SPOON-151_1,smt-1112,SAT,162,307,446,20,0,0,0,0
SPOON-151_1,smt-1058,UNSAT,185,457,535,20,4,2,5,5
SPOON-151_1,smt-1036,UNSAT,115,241,323,20,10,3,10,5
SPOON-151_1,smt-1122,UNSAT,268,482,700,20,3,2,4,3
SPOON-151_1,smt-1033,UNSAT,119,263,346,20,6,2,6,3
SPOON-151_1,smt-1051,UNSAT,599,1899,1859,20,4,2,5,5
SPOON-151_1,smt-1025,UNSAT,128,263,359,20,13,5,11,8
SPOON-151_1,smt-1027,UNSAT,225,555,637,20,4,2,5,5
SPOON-151_1,smt-1108,UNSAT,306,739,872,20,4,2,5,5
SPOON-151_1,smt-1042,UNSAT,239,609,689,20,4,2,5,5
SPOON-151_1,smt-1060,UNSAT,388,1102,1166,20,4,2,5,5
SPOON-151_1,smt-239,UNSAT,114,263,330,20,13,5,12,8
SPOON-151_1,smt-231,UNSAT,154,403,456,20,4,2,5,5
SPOON-151_1,smt-279,UNSAT,252,737,768,20,3,2,4,3
SPOON-151_1,smt-283,UNSAT,212,609,638,20,4,2,5,5
SPOON-151_1,smt-295,UNSAT,192,430,538,20,4,2,5,5
SPOON-151_1,smt-284,UNSAT,95,236,284,20,9,4,8,8
SPOON-151_1,smt-286,UNSAT,172,403,490,20,4,2,5,5
SPOON-151_1,smt-285,UNSAT,172,403,490,20,4,2,5,5
SPOON-151_1,smt-3,SAT,66,226,234,20,0,0,0,0
SPOON-151_1,smt-301,UNSAT,230,587,658,20,4,2,5,5
SPOON-151_1,smt-291,UNSAT,228,582,653,20,4,2,5,5
SPOON-151_1,smt-300,UNSAT,130,253,361,20,4,2,5,5
SPOON-151_1,smt-294,UNSAT,280,609,764,20,4,2,5,5
SPOON-151_1,smt-292,SAT,144,270,390,20,0,0,0,0
SPOON-151_1,smt-293,UNSAT,251,609,710,20,4,2,5,5
SPOON-151_1,smt-1031,UNKNOWN,133,263,370,20,0,0,0,0
SPOON-151_1,smt-296,UNSAT,306,737,870,20,3,2,4,3
SPOON-151_1,smt-306,UNSAT,101,253,307,20,19,4,20,6
SPOON-151_1,smt-308,UNSAT,227,582,651,20,4,2,5,5
SPOON-151_1,smt-307,SAT,107,253,320,20,0,0,0,0
SPOON-151_1,smt-316,UNSAT,124,263,349,20,9,4,8,8
SPOON-151_1,smt-183,UNSAT,251,609,710,20,4,2,5,5
SPOON-151_1,smt-303,UNSAT,105,253,315,20,25,12,31,8
SPOON-151_1,smt-314,UNSAT,192,430,538,20,4,2,5,5
SPOON-151_1,smt-313,UNSAT,192,430,538,20,4,2,5,5
SPOON-151_1,smt-302,UNSAT,236,609,685,20,4,2,5,5
SPOON-151_1,smt-298,UNSAT,141,263,381,20,13,5,12,8
SPOON-151_1,smt-297,UNSAT,252,609,712,20,4,2,5,5
SPOON-151_1,smt-33,UNSAT,186,555,565,20,4,2,5,5
SPOON-151_1,smt-318,UNSAT,119,253,341,20,23,4,24,6
SPOON-151_1,smt-319,UNSAT,210,582,619,20,4,2,5,5
SPOON-151_1,smt-329,SAT,5,19,15,9,0,0,0,0
SPOON-151_1,smt-320,UNSAT,338,891,981,20,4,2,5,5
SPOON-151_1,smt-332,UNSAT,111,253,326,20,19,6,19,8
SPOON-151_1,smt-321,UNSAT,269,609,744,20,4,2,5,5
SPOON-151_1,smt-326,UNSAT,278,609,761,20,3,2,4,4
SPOON-151_1,smt-323,UNSAT,261,609,729,20,4,2,5,5
SPOON-151_1,smt-328,UNSAT,233,609,676,20,4,2,5,5
SPOON-151_1,smt-325,SAT,126,270,356,20,0,0,0,0
SPOON-151_1,smt-242,UNSAT,165,430,487,20,4,2,5,5
SPOON-151_1,smt-330,UNSAT,92,263,295,20,6,2,6,3
SPOON-151_1,smt-347,UNSAT,128,253,358,20,2,2,3,4
SPOON-151_1,smt-31,UNSAT,192,555,573,20,4,2,5,5
SPOON-151_1,smt-335,UNSAT,234,737,734,20,3,2,4,3
SPOON-151_1,smt-334,UNSAT,233,609,676,20,4,2,5,5
SPOON-151_1,smt-340,UNSAT,261,609,729,20,4,2,5,5
SPOON-151_1,smt-355,UNSAT,154,403,456,20,4,2,5,5
SPOON-151_1,smt-377,UNSAT,261,675,760,20,3,2,4,3
SPOON-151_1,smt-447,UNSAT,223,484,617,20,4,2,5,5
SPOON-151_1,smt-41,UNSAT,72,226,242,20,2,2,3,4
SPOON-151_1,smt-515,UNSAT,244,609,696,20,4,2,5,5
SPOON-151_1,smt-393,UNSAT,332,1075,1050,20,4,2,5,5
SPOON-151_1,smt-582,UNSAT,176,457,518,20,4,2,5,5
SPOON-151_1,smt-584,UNSAT,214,616,640,20,4,2,5,5
SPOON-151_1,smt-299,UNKNOWN,153,290,418,20,0,0,0,0
SPOON-151_1,smt-721,UNSAT,223,616,657,20,4,2,5,5
SPOON-151_1,smt-829,UNSAT,381,999,1105,20,4,2,5,5
SPOON-151_1,smt-354,UNKNOWN,153,290,418,20,0,0,0,0
SPOON-151_1,smt-1054,UNSAT,466,1411,1432,20,4,2,5,5
SPOON-151_1,smt-1041,UNSAT,498,1563,1541,20,4,2,5,5
SPOON-151_1,smt-309,UNSAT,273,609,752,20,4,2,5,5
SPOON-151_1,smt-32,UNSAT,74,226,245,20,4,2,5,5
SPOON-151_1,smt-346,UNSAT,305,891,917,20,4,2,5,5
SPOON-151_1,smt-342,UNSAT,78,226,251,20,11,4,10,8
SPOON-151_1,smt-343,UNSAT,192,582,585,20,4,2,5,5
SPOON-151_1,smt-324,UNSAT,179,366,494,20,3,2,4,3
SPOON-151_1,smt-341,UNSAT,215,609,642,20,4,2,5,5
SPOON-151_1,smt-36,UNSAT,116,302,352,20,3,2,4,4
SPOON-151_1,smt-352,UNSAT,234,737,734,20,3,2,4,3
SPOON-151_1,smt-351,UNSAT,270,739,804,20,4,2,5,5
SPOON-151_1,smt-366,UNSAT,73,226,244,20,13,5,11,8
SPOON-151_1,smt-358,UNSAT,117,268,337,20,10,3,10,5
SPOON-151_1,smt-360,UNSAT,138,263,377,20,6,2,6,3
SPOON-151_1,smt-378,SAT,86,253,282,20,0,0,0,0
SPOON-151_1,smt-35,UNKNOWN,97,263,302,20,0,0,0,0
SPOON-151_1,smt-361,UNSAT,91,236,278,20,6,2,6,3
SPOON-151_1,smt-264,UNSAT,172,401,488,20,3,2,4,3
SPOON-151_1,smt-250,UNSAT,252,739,770,20,4,2,5,5
SPOON-151_1,smt-353,UNSAT,120,263,343,20,6,2,6,3
SPOON-151_1,smt-374,SAT,117,270,339,20,0,0,0,0
SPOON-151_1,smt-514,UNSAT,94,236,282,20,13,5,12,8
SPOON-151_1,smt-362,UNSAT,216,609,644,20,4,2,5,5
SPOON-151_1,smt-339,UNSAT,260,609,727,20,4,2,5,5
SPOON-151_1,smt-478,UNSAT,441,1281,1330,20,4,2,5,5
SPOON-151_1,smt-550,UNSAT,261,663,751,20,4,2,5,5
SPOON-151_1,smt-549,UNSAT,270,641,754,20,4,2,5,5
SPOON-151_1,smt-527,UNSAT,270,739,804,20,4,2,5,5
SPOON-151_1,smt-379,SAT,100,258,304,20,0,0,0,0
SPOON-151_1,smt-640,UNSAT,174,430,504,20,4,2,5,5
SPOON-151_1,smt-554,UNSAT,388,1102,1166,20,4,2,5,5
SPOON-151_1,smt-636,UNSAT,259,692,762,20,3,2,4,4
SPOON-151_1,smt-704,UNSAT,235,636,690,20,3,2,4,4
SPOON-151_1,smt-363,UNKNOWN,117,290,350,20,0,0,0,0
SPOON-151_1,smt-1043,UNSAT,284,891,879,20,4,2,5,5
SPOON-151_1,smt-65,UNKNOWN,117,290,350,20,0,0,0,0
SPOON-151_1,smt-356,UNSAT,203,589,609,20,4,2,5,5
SPOON-151_1,smt-34,UNSAT,85,236,265,20,13,5,12,8
SPOON-151_1,smt-365,UNSAT,92,253,290,20,17,8,17,6
SPOON-151_1,smt-370,UNSAT,113,263,331,20,27,12,31,8
SPOON-151_1,smt-357,UNSAT,287,891,883,20,4,2,5,5
SPOON-151_1,smt-369,UNSAT,129,263,360,20,6,2,6,3
SPOON-151_1,smt-350,UNSAT,150,290,414,20,16,3,16,5
SPOON-151_1,smt-275,UNSAT,136,329,400,20,3,2,4,4
SPOON-151_1,smt-388,UNSAT,176,457,518,20,4,2,5,5
SPOON-151_1,smt-371,UNSAT,306,739,872,20,4,2,5,5
SPOON-151_1,smt-376,UNSAT,278,609,761,20,3,2,4,4
SPOON-151_1,smt-372,UNSAT,305,891,917,20,4,2,5,5
SPOON-151_1,smt-381,UNSAT,102,253,309,20,14,5,15,8
SPOON-151_1,smt-385,UNSAT,154,401,454,20,3,2,4,3
SPOON-151_1,smt-39,UNSAT,208,609,628,20,4,2,5,5
SPOON-151_1,smt-401,UNSAT,104,280,327,20,6,2,6,3
SPOON-151_1,smt-386,UNSAT,176,457,518,20,4,2,5,5
SPOON-151_1,smt-390,UNSAT,107,253,316,20,14,5,14,8
SPOON-151_1,smt-327,UNSAT,291,638,802,20,3,2,4,4
SPOON-151_1,smt-384,UNSAT,108,268,320,20,10,3,10,5
SPOON-151_1,smt-4,SAT,39,190,145,14,0,0,0,0
SPOON-151_1,smt-392,UNSAT,122,290,357,20,6,2,6,3
SPOON-151_1,smt-397,UNSAT,290,918,899,20,4,2,5,5
SPOON-151_1,smt-277,UNKNOWN,115,263,336,20,0,0,0,0
SPOON-151_1,smt-368,UNSAT,137,253,375,20,2,2,3,4
SPOON-151_1,smt-403,SAT,109,280,334,20,0,0,0,0
SPOON-151_1,smt-338,UNSAT,239,609,689,20,4,2,5,5
SPOON-151_1,smt-391,SAT,106,280,330,20,0,0,0,0
SPOON-151_1,smt-422,UNSAT,345,972,1030,20,4,2,5,5
SPOON-151_1,smt-432,UNSAT,187,344,501,20,4,2,5,4
SPOON-151_1,smt-407,UNSAT,100,253,301,20,4,2,5,3
SPOON-151_1,smt-411,UNSAT,116,280,346,20,22,8,22,8
SPOON-151_1,smt-599,UNSAT,156,356,448,20,3,2,4,4
SPOON-151_1,smt-416,SAT,138,285,386,20,0,0,0,0
SPOON-151_1,smt-417,UNSAT,379,1102,1149,20,4,2,5,5
SPOON-151_1,smt-671,UNSAT,156,430,470,20,4,2,5,5
SPOON-151_1,smt-576,UNSAT,150,290,414,20,16,3,16,5
SPOON-151_1,smt-652,UNSAT,270,739,804,20,4,2,5,5
SPOON-151_1,smt-474,UNSAT,415,1254,1264,20,4,2,5,5
SPOON-151_1,smt-414,SAT,138,287,388,20,0,0,0,0
SPOON-151_1,smt-76,SAT,88,243,274,20,0,0,0,0
SPOON-151_1,smt-763,UNSAT,246,609,701,20,4,2,5,5
SPOON-151_1,smt-739,UNSAT,292,923,904,20,4,2,5,5
SPOON-151_1,smt-825,UNSAT,192,344,508,20,13,5,12,8
SPOON-151_1,smt-782,SAT,184,334,492,20,0,0,0,0
SPOON-151_1,smt-930,UNSAT,388,1102,1166,20,4,2,5,5
SPOON-151_1,smt-1093,UNSAT,168,317,459,20,6,2,6,3
SPOON-151_1,smt-1021,UNSAT,136,263,374,20,22,5,22,8
SPOON-151_1,smt-419,UNKNOWN,175,344,480,20,0,0,0,0
SPOON-151_1,smt-1061,SAT,133,253,365,20,0,0,0,0
SPOON-151_1,smt-1059,UNSAT,151,307,422,20,13,5,11,8
SPOON-151_1,smt-1126,UNSAT,112,280,338,20,2,2,3,4
SPOON-151_1,smt-1124,UNSAT,312,663,849,20,4,2,5,5
SPOON-151_1,smt-106,SAT,97,243,291,20,0,0,0,0
SPOON-151_1,smt-431,UNSAT,172,344,476,20,16,3,16,5
SPOON-151_1,smt-1113,UNSAT,230,587,658,20,4,2,5,5
SPOON-151_1,smt-1034,UNSAT,145,263,391,20,28,6,30,8
SPOON-151_1,smt-1028,SAT,156,263,411,20,0,0,0,0
SPOON-151_1,smt-1030,UNSAT,149,263,399,20,40,16,51,8
SPOON-151_1,smt-1045,UNSAT,177,307,471,20,2,2,3,4
SPOON-151_1,smt-1053,UNSAT,137,295,385,20,10,3,10,5
SPOON-151_1,smt-1044,UNSAT,462,1281,1368,20,4,2,5,5
SPOON-151_1,smt-383,UNSAT,252,609,712,20,4,2,5,5
SPOON-151_1,smt-412,SAT,118,280,351,20,0,0,0,0
SPOON-151_1,smt-413,UNSAT,142,307,409,20,6,2,6,3
SPOON-151_1,smt-103,SAT,80,233,258,20,0,0,0,0
SPOON-151_1,smt-395,UNSAT,323,1011,1006,20,3,2,4,3
SPOON-151_1,smt-394,UNSAT,211,609,631,20,4,2,5,5
SPOON-151_1,smt-418,UNSAT,466,1411,1432,20,4,2,5,5
SPOON-151_1,smt-406,SAT,109,260,323,20,0,0,0,0
SPOON-151_1,smt-427,UNSAT,301,793,883,20,4,2,5,5
SPOON-151_1,smt-409,UNSAT,228,609,667,20,4,2,5,5
SPOON-151_1,smt-426,UNSAT,343,972,1027,20,6,2,6,3
SPOON-151_1,smt-421,UNSAT,342,945,1009,20,4,2,5,5
SPOON-151_1,smt-435,UNSAT,279,663,785,20,4,2,5,5
SPOON-151_1,smt-445,UNSAT,194,383,530,20,3,2,4,4
SPOON-151_1,smt-425,UNSAT,435,1259,1303,20,4,2,5,5
SPOON-151_1,smt-433,UNSAT,258,636,730,20,4,2,5,5
SPOON-151_1,smt-424,UNSAT,348,950,1020,20,4,2,5,5
SPOON-151_1,smt-278,UNSAT,215,582,630,20,4,2,5,5
SPOON-151_1,smt-436,UNSAT,307,945,948,20,4,2,5,5
SPOON-151_1,smt-155,UNSAT,120,290,354,20,4,2,5,4
SPOON-151_1,smt-453,UNSAT,152,307,423,20,4,2,5,5
SPOON-151_1,smt-28,SAT,69,226,238,20,0,0,0,0
SPOON-151_1,smt-216,UNSAT,198,609,614,20,6,2,6,3
SPOON-151_1,smt-261,UNSAT,234,739,736,20,4,2,5,5
SPOON-151_1,smt-269,UNSAT,114,253,332,20,28,12,36,8
SPOON-151_1,smt-348,UNSAT,218,609,651,20,4,2,5,5
SPOON-151_1,smt-446,UNSAT,337,945,998,20,4,2,5,5
SPOON-151_1,smt-44,UNSAT,100,263,306,20,4,2,5,4
SPOON-151_1,smt-443,UNSAT,298,918,914,20,4,2,5,5
SPOON-151_1,smt-463,UNSAT,502,1411,1500,20,4,2,5,5
SPOON-151_1,smt-464,UNSAT,310,729,873,20,3,2,4,3
SPOON-151_1,smt-448,UNSAT,292,793,866,20,4,2,5,5
SPOON-151_1,smt-440,UNSAT,334,972,1010,20,6,2,6,3
SPOON-151_1,smt-462,UNSAT,444,1259,1320,20,4,2,5,5
SPOON-151_1,smt-373,UNSAT,275,609,757,20,4,2,5,5
SPOON-151_1,smt-460,UNSAT,252,641,720,20,4,2,5,5
SPOON-151_1,smt-480,UNSAT,293,663,809,20,4,2,5,5
SPOON-151_1,smt-459,UNSAT,484,1409,1464,20,3,2,4,3
SPOON-151_1,smt-469,UNSAT,160,307,439,20,17,6,17,8
SPOON-151_1,smt-481,UNSAT,252,643,722,20,4,2,5,5
SPOON-151_1,smt-470,UNSAT,369,972,1072,20,4,2,5,5
SPOON-151_1,smt-579,UNSAT,366,972,1068,20,4,2,5,5
SPOON-151_1,smt-592,UNSAT,267,663,764,20,4,2,5,5
SPOON-151_1,smt-687,UNSAT,160,317,439,20,6,2,6,3
SPOON-151_1,smt-700,UNSAT,220,636,665,20,4,2,5,5
SPOON-151_1,smt-71,UNSAT,136,403,422,20,4,2,5,5
SPOON-151_1,smt-477,UNSAT,397,1100,1181,20,3,2,4,3
SPOON-151_1,smt-560,UNSAT,420,1254,1275,20,4,2,5,5
SPOON-151_1,smt-473,UNKNOWN,175,344,480,20,0,0,0,0
SPOON-151_1,smt-766,UNSAT,368,979,1070,20,4,2,5,5
SPOON-151_1,smt-764,UNSAT,466,1411,1432,20,4,2,5,5
SPOON-151_1,smt-881,UNSAT,214,410,578,20,3,2,4,4
SPOON-151_1,smt-790,UNSAT,495,1438,1497,20,4,2,5,5
SPOON-151_1,smt-91,UNSAT,156,430,470,20,4,2,5,5
SPOON-151_1,smt-771,UNSAT,582,1747,1780,20,4,2,5,5
SPOON-151_1,smt-936,UNSAT,187,344,501,20,4,2,5,4
SPOON-151_1,smt-957,UNSAT,232,484,634,20,4,2,5,5
SPOON-151_1,smt-915,UNSAT,232,482,632,20,3,2,4,3
SPOON-151_1,smt-797,UNSAT,408,1129,1214,20,4,2,5,5
SPOON-151_1,smt-949,UNSAT,388,1100,1164,20,3,2,4,3
SPOON-151_1,smt-1088,UNSAT,150,280,409,20,4,2,5,5
SPOON-151_1,smt-1106,UNSAT,212,455,584,20,3,2,4,3
SPOON-151_1,smt-1074,UNSAT,230,589,660,20,4,2,5,5
SPOON-151_1,smt-1073,UNSAT,295,690,823,20,4,2,5,5
SPOON-151_1,smt-1127,UNSAT,196,307,507,20,21,6,21,8
SPOON-151_1,smt-1123,UNSAT,268,484,702,20,4,2,5,5
SPOON-151_1,smt-1018,UNSAT,258,663,747,20,4,2,5,5
SPOON-151_1,smt-102,UNSAT,136,403,422,20,4,2,5,5
SPOON-151_1,smt-47,UNKNOWN,115,263,336,20,0,0,0,0
SPOON-151_1,smt-1015,UNSAT,128,295,368,20,10,3,10,5
SPOON-151_1,smt-1017,UNSAT,421,1281,1293,20,6,2,6,3
SPOON-151_1,smt-1016,UNSAT,337,945,998,20,4,2,5,5
SPOON-151_1,smt-105,UNSAT,136,403,422,20,4,2,5,5
SPOON-151_1,smt-1050,UNSAT,221,589,643,20,4,2,5,5
SPOON-151_1,smt-1056,UNSAT,189,334,508,20,6,2,6,3
SPOON-151_1,smt-1049,UNSAT,348,972,1034,20,4,2,5,5
SPOON-151_1,smt-1052,UNSAT,223,484,617,20,4,2,5,5
SPOON-151_1,smt-1064,UNSAT,229,636,682,20,4,2,5,5
SPOON-151_1,smt-1062,UNSAT,388,1102,1166,20,4,2,5,5
SPOON-151_1,smt-1055,SAT,185,314,487,20,0,0,0,0
SPOON-151_1,smt-1067,UNSAT,417,1129,1231,20,4,2,5,5
SPOON-151_1,smt-415,SAT,144,307,412,20,0,0,0,0
SPOON-151_1,smt-461,UNSAT,310,793,900,20,4,2,5,5
SPOON-151_1,smt-434,UNSAT,342,972,1021,20,4,2,5,5
SPOON-151_1,smt-454,SAT,156,307,433,20,0,0,0,0
SPOON-151_1,smt-45,SAT,122,290,357,20,0,0,0,0
SPOON-151_1,smt-490,UNSAT,130,280,372,20,2,2,3,4
SPOON-151_1,smt-465,UNSAT,319,793,917,20,4,2,5,5
SPOON-151_1,smt-487,SAT,184,324,486,20,0,0,0,0
SPOON-151_1,smt-472,UNSAT,438,1281,1321,20,3,2,4,4
SPOON-151_1,smt-451,UNSAT,161,307,440,20,4,2,5,5
SPOON-151_1,smt-387,UNSAT,370,1227,1167,20,4,2,5,5
SPOON-151_1,smt-479,UNSAT,353,972,1041,20,4,2,5,5
SPOON-151_1,smt-494,UNSAT,135,290,380,20,9,4,8,8
SPOON-151_1,smt-989,UNKNOWN,144,290,401,20,0,0,0,0
SPOON-151_1,smt-493,SAT,117,270,339,20,0,0,0,0
SPOON-151_1,smt-482,UNSAT,432,1254,1296,20,4,2,5,5
SPOON-151_1,smt-484,UNSAT,237,636,693,20,4,2,5,5
SPOON-151_1,smt-1026,UNKNOWN,142,263,387,20,0,0,0,0
SPOON-151_1,smt-5,SAT,8,24,20,9,0,0,0,0
SPOON-151_1,smt-50,UNSAT,136,329,400,20,3,2,4,4
SPOON-151_1,smt-489,UNSAT,457,1347,1388,20,3,2,4,3
SPOON-151_1,smt-491,UNSAT,152,302,420,20,3,2,4,4
SPOON-151_1,smt-112,UNKNOWN,124,263,353,20,0,0,0,0
SPOON-151_1,smt-509,UNSAT,203,589,609,20,4,2,5,5
SPOON-151_1,smt-492,UNSAT,257,609,723,20,4,2,5,5
SPOON-151_1,smt-467,UNSAT,471,1281,1385,20,4,2,5,5
SPOON-151_1,smt-466,UNSAT,188,344,507,20,6,2,6,3
SPOON-151_1,smt-506,UNSAT,156,356,448,20,3,2,4,4
SPOON-151_1,smt-496,UNSAT,502,1411,1500,20,4,2,5,5
SPOON-151_1,smt-483,UNSAT,355,972,1046,20,4,2,5,5
SPOON-151_1,smt-499,UNSAT,273,663,772,20,3,2,4,4
SPOON-151_1,smt-507,UNSAT,110,253,324,20,21,4,22,6
SPOON-151_1,smt-488,UNSAT,164,317,445,20,9,4,8,8
SPOON-151_1,smt-511,UNSAT,263,766,801,20,4,2,5,5
SPOON-151_1,smt-53,SAT,102,263,309,20,0,0,0,0
SPOON-151_1,smt-485,UNSAT,432,1281,1313,20,4,2,5,5
SPOON-151_1,smt-530,UNSAT,211,609,631,20,4,2,5,5
SPOON-151_1,smt-505,UNSAT,111,253,326,20,19,6,19,8
SPOON-151_1,smt-516,UNSAT,104,280,327,20,6,2,6,3
SPOON-151_1,smt-497,UNSAT,297,675,828,20,3,2,4,3
SPOON-151_1,smt-503,UNSAT,106,263,315,20,9,4,8,8
SPOON-151_1,smt-508,UNSAT,350,1075,1084,20,4,2,5,5
SPOON-151_1,smt-517,SAT,175,324,469,20,0,0,0,0
SPOON-151_1,smt-531,UNSAT,223,636,669,20,4,2,5,5
SPOON-151_1,smt-539,UNSAT,112,280,338,20,2,2,3,4
SPOON-151_1,smt-521,SAT,109,280,334,20,0,0,0,0
SPOON-151_1,smt-438,UNSAT,295,918,910,20,4,2,5,5
SPOON-151_1,smt-532,SAT,128,297,370,20,0,0,0,0
SPOON-151_1,smt-400,UNSAT,176,457,518,20,4,2,5,5
SPOON-151_1,smt-535,UNSAT,306,945,942,20,4,2,5,5
SPOON-151_1,smt-520,UNSAT,104,236,301,20,9,4,8,8
SPOON-151_1,smt-544,UNSAT,194,587,590,20,4,2,5,5
SPOON-151_1,smt-525,UNSAT,264,636,743,20,4,2,5,5
SPOON-151_1,smt-526,UNSAT,466,1411,1432,20,4,2,5,5
SPOON-151_1,smt-547,UNSAT,203,383,547,20,3,2,4,4
SPOON-151_1,smt-553,SAT,122,290,357,20,0,0,0,0
SPOON-151_1,smt-548,SAT,166,324,452,20,0,0,0,0
SPOON-151_1,smt-512,UNSAT,218,609,651,20,4,2,5,5
SPOON-151_1,smt-555,UNSAT,113,280,340,20,13,5,11,8
SPOON-151_1,smt-54,UNSAT,120,290,354,20,4,2,5,4
SPOON-151_1,smt-537,UNSAT,218,636,662,20,6,2,6,3
SPOON-151_1,smt-523,UNSAT,388,1227,1201,20,4,2,5,5
SPOON-151_1,smt-543,UNSAT,297,675,828,20,3,2,4,3
SPOON-151_1,smt-546,UNSAT,336,945,996,20,4,2,5,5
SPOON-151_1,smt-56,UNSAT,203,609,621,20,4,2,5,5
SPOON-151_1,smt-55,UNSAT,174,555,539,20,4,2,5,5
SPOON-151_1,smt-568,UNSAT,156,307,429,20,18,5,18,8
SPOON-151_1,smt-476,UNKNOWN,146,317,415,20,0,0,0,0
SPOON-151_1,smt-559,UNSAT,301,793,883,20,4,2,5,5
SPOON-151_1,smt-534,UNSAT,134,317,394,20,16,3,16,5
SPOON-151_1,smt-572,UNSAT,112,253,327,20,4,2,5,5
SPOON-151_1,smt-542,UNSAT,176,457,518,20,4,2,5,5
SPOON-151_1,smt-536,UNSAT,289,918,897,20,4,2,5,5
SPOON-151_1,smt-545,UNSAT,208,609,628,20,4,2,5,5
SPOON-151_1,smt-519,UNSAT,288,739,838,20,4,2,5,5
SPOON-151_1,smt-552,UNSAT,225,675,692,20,3,2,4,3
SPOON-151_1,smt-562,UNSAT,246,636,709,20,4,2,5,5
SPOON-151_1,smt-557,UNSAT,250,636,715,20,4,2,5,5
SPOON-151_1,smt-564,UNSAT,166,322,450,20,10,3,10,5
SPOON-151_1,smt-567,UNSAT,388,1100,1164,20,3,2,4,3
SPOON-151_1,smt-575,UNSAT,145,307,411,20,27,14,33,8
SPOON-151_1,smt-566,UNSAT,355,972,1046,20,4,2,5,5
SPOON-151_1,smt-57,UNSAT,118,263,340,20,4,2,5,4
SPOON-151_1,smt-580,UNSAT,200,609,617,20,4,2,5,5
SPOON-151_1,smt-574,UNSAT,233,609,676,20,4,2,5,5
SPOON-151_1,smt-569,UNSAT,339,950,1003,20,4,2,5,5
SPOON-151_1,smt-571,UNSAT,406,1102,1200,20,4,2,5,5
SPOON-151_1,smt-585,UNSAT,197,582,596,20,4,2,5,5
SPOON-151_1,smt-588,UNSAT,156,428,468,20,3,2,4,3
SPOON-151_1,smt-586,UNSAT,292,925,906,20,4,2,5,5
SPOON-151_1,smt-573,UNSAT,457,1347,1388,20,3,2,4,3
SPOON-151_1,smt-589,UNSAT,133,307,392,20,6,2,6,3
